"dataset_identifier","file_name","individual_id","keepornot","scientific_name","common_name","abbreviated_name","sex","age_class","device_id","device_type","deployment_site","deployment_year","deployment_month","deployment_day","deployment_time","deployment_decimal_longitude","deployment_decimal_latitude","data_contact","contact_email","comments"
"ANFS_BAS_BirdIsland","","314_9285","Discard","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","9285","PTT","Bird Island, South Georgia",1995,12,15,"15:09",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","347_9304","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","9304","PTT","Bird Island, South Georgia",1995,12,17,"17:00",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","315_9285","Discard","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","9285","PTT","Bird Island, South Georgia",1995,12,29,"15:57",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","331_9302","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","9302","PTT","Bird Island, South Georgia",1996,1,5,"11:07",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","338_9303","Discard","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","9303","PTT","Bird Island, South Georgia",1996,1,5,"11:40",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","348_9304","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","9304","PTT","Bird Island, South Georgia",1996,1,11,"12:30",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","316_9285","Discard","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","9285","PTT","Bird Island, South Georgia",1996,1,12,"15:55",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","339_9303","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","9303","PTT","Bird Island, South Georgia",1996,1,21,"17:00",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","332_9302","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","9302","PTT","Bird Island, South Georgia",1996,1,26,"16:55",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","349_9304","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","9304","PTT","Bird Island, South Georgia",1996,1,29,"16:05",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","317_9285","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","9285","PTT","Bird Island, South Georgia",1996,2,1,"11:34",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","340_9303","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","9303","PTT","Bird Island, South Georgia",1996,2,10,"16:05",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","318_9285","Discard","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","9285","PTT","Bird Island, South Georgia",1996,2,19,"14:55",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","333_9302","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","9302","PTT","Bird Island, South Georgia",1996,2,19,"15:30",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","350_9304","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","9304","PTT","Bird Island, South Georgia",1996,2,19,"15:55",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","146_2160","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2160","PTT","Bird Island, South Georgia",1996,11,19,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","169_2161","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2161","PTT","Bird Island, South Georgia",1996,11,23,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","194_2162","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2162","PTT","Bird Island, South Georgia",1996,11,23,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","147_2160","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2160","PTT","Bird Island, South Georgia",1996,11,29,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","170_2161","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2161","PTT","Bird Island, South Georgia",1996,12,12,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","195_2162","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2162","PTT","Bird Island, South Georgia",1996,12,23,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","171_2161","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2161","PTT","Bird Island, South Georgia",1996,12,27,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","148_2160","Discard","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2160","PTT","Bird Island, South Georgia",1996,12,30,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","196_2162","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2162","PTT","Bird Island, South Georgia",1997,1,3,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","149_2160","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2160","PTT","Bird Island, South Georgia",1997,1,11,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","197_2162","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2162","PTT","Bird Island, South Georgia",1997,1,17,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","198_2162","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2162","PTT","Bird Island, South Georgia",1997,1,20,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","150_2160","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2160","PTT","Bird Island, South Georgia",1997,1,23,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","199_2162","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2162","PTT","Bird Island, South Georgia",1997,2,3,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","151_2160","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2160","PTT","Bird Island, South Georgia",1997,2,6,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","152_2160","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2160","PTT","Bird Island, South Georgia",1997,2,21,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","172_2161","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2161","PTT","Bird Island, South Georgia",1997,2,21,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","200_2162","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2162","PTT","Bird Island, South Georgia",1997,2,21,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","222_2163","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2163","PTT","Bird Island, South Georgia",1998,1,14,"14:00",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","319_9301","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","9301","PTT","Bird Island, South Georgia",1998,1,14,"13:00",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","241_6072","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","6072","PTT","Bird Island, South Georgia",1998,1,16,"11:30",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","258_6073","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","6073","PTT","Bird Island, South Georgia",1998,1,16,"16:00",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","264_6074","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","6074","PTT","Bird Island, South Georgia",1998,1,16,"14:30",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","274_6075","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","6075","PTT","Bird Island, South Georgia",1998,1,16,"17:00",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","299_6076","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","6076","PTT","Bird Island, South Georgia",1998,1,18,"12:30",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","334_9302","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","9302","PTT","Bird Island, South Georgia",1998,1,18,"13:00",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","341_9303","Discard","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","9303","PTT","Bird Island, South Georgia",1998,1,18,"14:45",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","223_2163","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2163","PTT","Bird Island, South Georgia",1998,1,19,"13:00",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","320_9301","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","9301","PTT","Bird Island, South Georgia",1998,1,19,"12:15",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","265_6074","Discard","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","6074","PTT","Bird Island, South Georgia",1998,1,22,"14:50",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","275_6075","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","6075","PTT","Bird Island, South Georgia",1998,1,22,"15:30",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","259_6073","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","6073","PTT","Bird Island, South Georgia",1998,1,23,"12:15",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","300_6076","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","6076","PTT","Bird Island, South Georgia",1998,1,24,"12:55",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","321_9301","Discard","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","9301","PTT","Bird Island, South Georgia",1998,1,25,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","335_9302","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","9302","PTT","Bird Island, South Georgia",1998,1,25,"12:45",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","242_6072","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","6072","PTT","Bird Island, South Georgia",1998,1,26,"12:50",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","276_6075","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","6075","PTT","Bird Island, South Georgia",1998,1,26,"12:10",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","342_9303","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","9303","PTT","Bird Island, South Georgia",1998,1,28,"14:27",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","322_9301","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","9301","PTT","Bird Island, South Georgia",1998,1,29,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","266_6074","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","6074","PTT","Bird Island, South Georgia",1998,1,30,"12:05",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","277_6075","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","6075","PTT","Bird Island, South Georgia",1998,2,1,"16:00",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","301_6076","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","6076","PTT","Bird Island, South Georgia",1998,2,1,"17:20",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","343_9303","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","U","","9303","PTT","Bird Island, South Georgia",1998,2,1,"16:50",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","224_2163","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2163","PTT","Bird Island, South Georgia",1998,2,2,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","243_6072","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","6072","PTT","Bird Island, South Georgia",1998,2,3,"15:41",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","336_9302","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","9302","PTT","Bird Island, South Georgia",1998,2,4,"16:30",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","267_6074","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","6074","PTT","Bird Island, South Georgia",1998,2,5,"13:30",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","225_2163","Discard","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2163","PTT","Bird Island, South Georgia",1998,2,6,"13:30",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","323_9301","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","9301","PTT","Bird Island, South Georgia",1998,2,6,"21:45",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","302_6076","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","6076","PTT","Bird Island, South Georgia",1998,2,10,"13:30",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","268_6074","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","6074","PTT","Bird Island, South Georgia",1998,2,11,"13:30",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","260_6073","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","6073","PTT","Bird Island, South Georgia",1998,2,12,"14:00",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","278_6075","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","6075","PTT","Bird Island, South Georgia",1998,2,13,"19:45",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","226_2163","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2163","PTT","Bird Island, South Georgia",1998,2,15,"17:10",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","244_6072","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","6072","PTT","Bird Island, South Georgia",1998,2,15,"16:35",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","324_9301","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","9301","PTT","Bird Island, South Georgia",1998,2,15,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","303_6076","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","6076","PTT","Bird Island, South Georgia",1998,2,17,"18:20",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","269_6074","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","6074","PTT","Bird Island, South Georgia",1998,2,18,"18:50",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","227_2163","Discard","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2163","PTT","Bird Island, South Georgia",1998,2,22,"15:50",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","261_6073","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","6073","PTT","Bird Island, South Georgia",1998,2,22,"14:50",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","337_9302","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","9302","PTT","Bird Island, South Georgia",1998,2,23,"15:10",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","245_6072","Discard","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","6072","PTT","Bird Island, South Georgia",1998,2,26,"14:00",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","279_6075","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","6075","PTT","Bird Island, South Georgia",1998,2,27,"12:30",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","270_6074","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","6074","PTT","Bird Island, South Georgia",1998,3,1,"13:30",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","304_6076","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","6076","PTT","Bird Island, South Georgia",1998,3,1,"13:00",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","174_2161","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2161","PTT","Bird Island, South Georgia",1998,12,6,"16:12",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","201_2162","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2162","PTT","Bird Island, South Georgia",1998,12,11,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","175_2161","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2161","PTT","Bird Island, South Georgia",1998,12,15,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","280_6075","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","6075","PTT","Bird Island, South Georgia",1998,12,17,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","375_9376","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","9376","PTT","Bird Island, South Georgia",1998,12,17,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","153_2160","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2160","PTT","Bird Island, South Georgia",1998,12,20,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","202_2162","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2162","PTT","Bird Island, South Georgia",1998,12,20,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","176_2161","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2161","PTT","Bird Island, South Georgia",1998,12,26,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","376_9376","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","9376","PTT","Bird Island, South Georgia",1998,12,27,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","203_2162","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2162","PTT","Bird Island, South Georgia",1998,12,30,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","281_6075","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","U","","6075","PTT","Bird Island, South Georgia",1998,12,30,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","154_2160","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2160","PTT","Bird Island, South Georgia",1999,1,1,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","173_2161","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2161","PTT","Bird Island, South Georgia",1999,1,1,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","282_6075","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","6075","PTT","Bird Island, South Georgia",1999,1,6,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","377_9376","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","9376","PTT","Bird Island, South Georgia",1999,1,7,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","204_2162","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2162","PTT","Bird Island, South Georgia",1999,1,8,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","155_2160","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2160","PTT","Bird Island, South Georgia",1999,1,9,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","177_2161","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2161","PTT","Bird Island, South Georgia",1999,1,14,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","205_2162","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2162","PTT","Bird Island, South Georgia",1999,1,15,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","156_2160","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2160","PTT","Bird Island, South Georgia",1999,1,16,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","283_6075","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","6075","PTT","Bird Island, South Georgia",1999,1,17,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","378_9376","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","9376","PTT","Bird Island, South Georgia",1999,1,20,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","178_2161","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2161","PTT","Bird Island, South Georgia",1999,1,22,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","206_2162","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","U","","2162","PTT","Bird Island, South Georgia",1999,1,25,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","284_6075","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","6075","PTT","Bird Island, South Georgia",1999,1,26,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","179_2161","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2161","PTT","Bird Island, South Georgia",1999,1,28,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","379_9376","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","9376","PTT","Bird Island, South Georgia",1999,1,28,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","157_2160","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2160","PTT","Bird Island, South Georgia",1999,1,29,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","207_2162","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2162","PTT","Bird Island, South Georgia",1999,2,2,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","285_6075","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","6075","PTT","Bird Island, South Georgia",1999,2,3,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","380_9376","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","9376","PTT","Bird Island, South Georgia",1999,2,6,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","180_2161","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","U","","2161","PTT","Bird Island, South Georgia",1999,2,7,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","208_2162","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2162","PTT","Bird Island, South Georgia",1999,2,8,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","158_2160","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","2160","PTT","Bird Island, South Georgia",1999,2,12,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","286_6075","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","6075","PTT","Bird Island, South Georgia",1999,2,14,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
"ANFS_BAS_BirdIsland","","381_9376","Keep","Arctocephalus gazella","Antarctic fur seal","ANFS","F","","9376","PTT","Bird Island, South Georgia",1999,2,14,"",-38.05,-54.007,"Iain Staniland","ijs@bas.ac.uk",""
